kind,id,type,content,source,target,weight,confidence,source_file,document_id,valid_from,valid_until,temporal_confidence,scenario_ids,scenario_names,evidence
node,ent_28ddc9e075483fba,ORGANIZATION,采购人：华东智造集团有限公司,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 38, ""end"": 52, ""text"": ""华东智造集团采购立项与评审记录\n\n项目名称：2026年智能仓储系统采购项目\n采购人：华东智造集团有限公司\n代理机构：上海恒信招标代理有限公司\n供应商：上海云启科技有限公司\n项目负责人：王强\n预算金额：人民币150万元\n立项日""}]"
node,ent_284077198c01fa9d,PERSON,周海,,,,0.75,2-供应商尽调与风险核查报告.txt,doc_f71895663baa2ff8,,,,supplier-risk|contract-key-terms,供应商风险画像|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 190, ""end"": 192, ""text"": ""。本次采购评审材料中未披露李明与该公司的持股关系，形成关联关系未披露风险。\n\n供应商：宁波汇达设备有限公司\n法定代表人：周海\n核查日期：2026年8月10日\n\n宁波汇达设备有限公司\n名单生效日期：2026年5月6日\n宁波汇达设备有限公司被列入供""}]"
node,ent_f060920594b0c736,PERSON,李明,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance|supplier-risk,采购合规审查|供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 175, ""end"": 177, ""text"": ""026年7月15日\n评审日期：2026年8月12日\n\n本项目采用公开招标方式实施，共有三家供应商提交投标文件。评审专家：李明。评审委员会依据技术方案、实施周期、售后服务和报价进行综合评分。\n\n上海云启科技有限公司中标2026年智能仓储系统采购项""}, {""chunk_id"": ""chunk-0000"", ""start"": 41, ""end"": 43, ""text"": ""供应商尽调与风险核查报告\n\n供应商：上海云启科技有限公司\n法定代表人：赵敏\n股东：李明\n核查日期：2026年8月10日\n\n上海云启科技有限公司是一家智能仓储软件与自动化设备集成供应商。李明是上海云启科技有限""}]"
node,ent_74de3a68ed746de0,PERSON,李明未在评审,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance,采购合规审查,"[{""chunk_id"": ""chunk-0000"", ""start"": 291, ""end"": 297, ""text"": ""储系统采购项目。\n上海云启科技有限公司以人民币128万元中标。\n\n经补充核查，李明是上海云启科技有限公司的股东。评审专家李明未在评审前主动披露该持股关系。上海云启科技有限公司存在关联关系未披露风险。\n\n2026年智能仓储系统采购项目适用《华东智造集团采""}]"
node,ent_a3d3802ae31a8b9a,PERSON,王强,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance|contract-key-terms,采购合规审查|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 92, ""end"": 94, ""text"": ""统采购项目\n采购人：华东智造集团有限公司\n代理机构：上海恒信招标代理有限公司\n供应商：上海云启科技有限公司\n项目负责人：王强\n预算金额：人民币150万元\n立项日期：2026年7月15日\n评审日期：2026年8月12日\n\n本项目采用公开招标方式实""}, {""chunk_id"": ""chunk-0000"", ""start"": 91, ""end"": 93, ""text"": ""合同\n合同编号：HDZZ-CG-2026-0818\n甲方：华东智造集团有限公司\n乙方：上海云启科技有限公司\n甲方联系人：王强\n乙方联系人：陈晨\n合同金额：人民币128万元\n签订日期：2026年8月18日\n生效日期：2026年8月18日\n计划交付""}]"
node,ent_17dcf1980adc5172,PERSON,赵敏,,,,0.75,2-供应商尽调与风险核查报告.txt,doc_f71895663baa2ff8,,,,supplier-risk|contract-key-terms,供应商风险画像|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 35, ""end"": 37, ""text"": ""供应商尽调与风险核查报告\n\n供应商：上海云启科技有限公司\n法定代表人：赵敏\n股东：李明\n核查日期：2026年8月10日\n\n上海云启科技有限公司是一家智能仓储软件与自动化设备集成供应商。李明是上海""}]"
node,ent_37eb95a5b263c90a,PERSON,陈晨,,,,0.75,3-采购合同关键条款确认稿.txt,doc_de6362cdbaaf1a10,,,,procurement-compliance|contract-key-terms,采购合规审查|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 100, ""end"": 102, ""text"": ""DZZ-CG-2026-0818\n甲方：华东智造集团有限公司\n乙方：上海云启科技有限公司\n甲方联系人：王强\n乙方联系人：陈晨\n合同金额：人民币128万元\n签订日期：2026年8月18日\n生效日期：2026年8月18日\n计划交付日期：2026年1""}]"
node,ent_62dfc2b76ba0835c,PURCHASE_PROJECT,2026年智能仓储系统采购项目,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance,采购合规审查,"[{""chunk_id"": ""chunk-0000"", ""start"": 22, ""end"": 37, ""text"": ""华东智造集团采购立项与评审记录\n\n项目名称：2026年智能仓储系统采购项目\n采购人：华东智造集团有限公司\n代理机构：上海恒信招标代理有限公司\n供应商：上海云启科技有限公司\n项目负责人：王强\n预算""}]"
node,ent_48c81f2d1c0681c2,REGULATION,《华东智造集团采购管理办法》,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance,采购合规审查,"[{""chunk_id"": ""chunk-0000"", ""start"": 349, ""end"": 363, ""text"": ""专家李明未在评审前主动披露该持股关系。上海云启科技有限公司存在关联关系未披露风险。\n\n2026年智能仓储系统采购项目适用《华东智造集团采购管理办法》。采购部门要求合规人员复核专家回避程序，并形成书面处理意见。""}]"
node,ent_1805be1f0e03811d,RISK,关联关系未披露风险,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance|supplier-risk,采购合规审查|供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 320, ""end"": 329, ""text"": ""标。\n\n经补充核查，李明是上海云启科技有限公司的股东。评审专家李明未在评审前主动披露该持股关系。上海云启科技有限公司存在关联关系未披露风险。\n\n2026年智能仓储系统采购项目适用《华东智造集团采购管理办法》。采购部门要求合规人员复核专家回避程序，并形成书面处""}, {""chunk_id"": ""chunk-0000"", ""start"": 157, ""end"": 166, ""text"": ""云启科技有限公司的股东。公开信息核查范围包括工商登记与法院公开信息。本次采购评审材料中未披露李明与该公司的持股关系，形成关联关系未披露风险。\n\n供应商：宁波汇达设备有限公司\n法定代表人：周海\n核查日期：2026年8月10日\n\n宁波汇达设备有限公司\n名单生效日""}]"
node,ent_f7f6ba2b866a2a3b,RISK,利益冲突,,,,0.75,2-供应商尽调与风险核查报告.txt,doc_f71895663baa2ff8,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 304, ""end"": 308, ""text"": ""有限公司被列入供应商禁入名单。名单有效期尚未届满，不得参与本集团新的采购项目。\n\n核查结论：上海云启科技有限公司需要补充利益冲突说明；宁波汇达设备有限公司不具备本次采购准入资格。""}, {""chunk_id"": ""chunk-0000"", ""start"": 444, ""end"": 448, ""text"": ""逾期一日应当按合同金额的0.05%支付违约金；逾期超过三十日，甲方有权解除合同。\n\n特别约定：乙方应当在签约前提交完整的利益冲突声明。若隐瞒关联关系，甲方有权暂停付款并启动合规复核。""}]"
edge,rel_220674db5787358d,AWARDED_PROJECT,,ent_e84912469fc94887,ent_62dfc2b76ba0835c,0.75,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance,采购合规审查,"[{""chunk_id"": ""chunk-0000"", ""text"": ""员会依据技术方案、实施周期、售后服务和报价进行综合评分。\n\n上海云启科技有限公司中标2026年智能仓储系统采购项目。\n上海云启科技有限公司以人民币128万元中标。\n\n经补充核""}]"
edge,rel_eb7d1e65fac2b2dd,HAS_AMOUNT,,ent_e84912469fc94887,ent_9d90e12f80a02cf4,0.75,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance,采购合规审查,"[{""chunk_id"": ""chunk-0000"", ""text"": ""上海云启科技有限公司中标2026年智能仓储系统采购项目。\n上海云启科技有限公司以人民币128万元中标。\n\n经补充核查，李明是上海云启科技有限公司的股东。评审专家""}]"
edge,rel_cc6daa746bc8e034,HAS_RISK,,ent_e84912469fc94887,ent_1805be1f0e03811d,0.75,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance,采购合规审查,"[{""chunk_id"": ""chunk-0000"", ""text"": ""技有限公司的股东。评审专家李明未在评审前主动披露该持股关系。上海云启科技有限公司存在关联关系未披露风险。\n\n2026年智能仓储系统采购项目适用《华东智造集团采购管""}]"
edge,rel_87c9d5b5e7d6a8be,LISTED_IN,,ent_2afcdb7060fac284,ent_c5d15a03cf5f2734,0.75,0.75,2-供应商尽调与风险核查报告.txt,doc_f71895663baa2ff8,,,,procurement-compliance|supplier-risk,采购合规审查|供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""text"": ""宁波汇达设备有限公司\n名单生效日期：2026年5月6日\n宁波汇达设备有限公司被列入供应商禁入名单。名单有效期尚未届满，不得参与本集团新的采购项目。\n\n核查结""}]"
edge,rel_b97fdb6f7319dc7e,SHAREHOLDER_OF,,ent_f060920594b0c736,ent_e84912469fc94887,0.75,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance|supplier-risk,采购合规审查|供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""text"": ""上海云启科技有限公司以人民币128万元中标。\n\n经补充核查，李明是上海云启科技有限公司的股东。评审专家李明未在评审前主动披露该持股关系。上海云启科技有限""}, {""chunk_id"": ""chunk-0000"", ""text"": ""海云启科技有限公司是一家智能仓储软件与自动化设备集成供应商。李明是上海云启科技有限公司的股东。公开信息核查范围包括工商登记与法院公开信息。本次采购评审材""}]"
edge,rel_cd324c88ec41830a,SUBJECT_TO,,ent_62dfc2b76ba0835c,ent_48c81f2d1c0681c2,0.75,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance,采购合规审查,"[{""chunk_id"": ""chunk-0000"", ""text"": ""该持股关系。上海云启科技有限公司存在关联关系未披露风险。\n\n2026年智能仓储系统采购项目适用《华东智造集团采购管理办法》。采购部门要求合规人员复核专家回避程序，并形成书面处理意见。""}]"
